Counties,Populations,FIPS,Dates,Weeks,Values,Grades
La Salle,8309,48283,07-05-2020,7,18.912366968691437,>15
La Salle,8309,48283,07-06-2020,1,18.912366968691437,>15
La Salle,8309,48283,07-07-2020,2,18.912366968691437,>15
La Salle,8309,48283,07-08-2020,3,46.42126437769716,>40
La Salle,8309,48283,07-09-2020,4,55.01779481801145,>40
La Salle,8309,48283,07-10-2020,5,80.80738613895433,>40
La Salle,8309,48283,07-11-2020,6,94.56183484345718,>40
La Salle,8309,48283,07-12-2020,7,94.56183484345718,>40
La Salle,8309,48283,07-13-2020,1,94.56183484345718,>40
La Salle,8309,48283,07-14-2020,2,108.31628354796004,>40
La Salle,8309,48283,07-15-2020,3,79.08808005089146,>40
La Salle,8309,48283,07-16-2020,4,68.77224352251432,>40
La Salle,8309,48283,07-17-2020,5,42.98265220157145,>40
La Salle,8309,48283,07-18-2020,6,404.03693069477157,>40
La Salle,8309,48283,07-19-2020,7,404.03693069477157,>40
La Salle,8309,48283,07-20-2020,1,404.03693069477157,>40
La Salle,8309,48283,07-21-2020,2,426.38790983958876,>40
La Salle,8309,48283,07-22-2020,3,433.26513419184016,>40
La Salle,8309,48283,07-23-2020,4,440.1423585440916,>40
La Salle,8309,48283,07-24-2020,5,443.5809707202173,>40
La Salle,8309,48283,07-25-2020,6,68.77224352251432,>40
La Salle,8309,48283,07-26-2020,7,68.77224352251432,>40
La Salle,8309,48283,07-27-2020,1,68.77224352251432,>40
La Salle,8309,48283,07-28-2020,2,22.350979144817153,>21
La Salle,8309,48283,07-29-2020,3,18.912366968691437,>15
La Salle,8309,48283,07-30-2020,4,17.19306088062858,>15
La Salle,8309,48283,07-31-2020,5,10.315836528377147,>10
La Salle,8309,48283,08-01-2020,6,10.315836528377147,>10
La Salle,8309,48283,08-02-2020,7,10.315836528377147,>10
La Salle,8309,48283,08-03-2020,1,10.315836528377147,>10
La Salle,8309,48283,08-04-2020,2,15.473754792565723,>15
La Salle,8309,48283,08-05-2020,3,10.315836528377147,>10
La Salle,8309,48283,08-06-2020,4,0.0,none
La Salle,8309,48283,08-07-2020,5,8.59653044031429,>5
La Salle,8309,48283,08-08-2020,6,8.59653044031429,>5
La Salle,8309,48283,08-09-2020,7,8.59653044031429,>5
La Salle,8309,48283,08-10-2020,1,6.877224352251432,>5
La Salle,8309,48283,08-11-2020,2,8.59653044031429,>5
La Salle,8309,48283,08-12-2020,3,10.315836528377147,>10
La Salle,8309,48283,08-13-2020,4,8.59653044031429,>5
La Salle,8309,48283,08-14-2020,5,-1.719306088062858,negative
La Salle,8309,48283,08-15-2020,6,3.438612176125716,>0
La Salle,8309,48283,08-16-2020,7,3.438612176125716,>0
La Salle,8309,48283,08-17-2020,1,5.157918264188574,>5
La Salle,8309,48283,08-18-2020,2,3.438612176125716,>0
La Salle,8309,48283,08-19-2020,3,8.59653044031429,>5
La Salle,8309,48283,08-20-2020,4,10.315836528377147,>10
La Salle,8309,48283,08-21-2020,5,12.035142616440005,>10
La Salle,8309,48283,08-22-2020,6,5.157918264188574,>5
La Salle,8309,48283,08-23-2020,7,5.157918264188574,>5
La Salle,8309,48283,08-24-2020,1,5.157918264188574,>5
La Salle,8309,48283,08-25-2020,2,1.719306088062858,>0
La Salle,8309,48283,08-26-2020,3,-1.719306088062858,negative
La Salle,8309,48283,08-27-2020,4,-3.438612176125716,negative
La Salle,8309,48283,08-28-2020,5,-3.438612176125716,negative
La Salle,8309,48283,08-29-2020,6,-3.438612176125716,negative
La Salle,8309,48283,08-30-2020,7,-3.438612176125716,negative
La Salle,8309,48283,08-31-2020,1,-3.438612176125716,negative
La Salle,8309,48283,09-01-2020,2,0.0,none
La Salle,8309,48283,09-02-2020,3,-1.719306088062858,negative
La Salle,8309,48283,09-03-2020,4,-1.719306088062858,negative
La Salle,8309,48283,09-04-2020,5,0.0,none
La Salle,8309,48283,09-05-2020,6,1.719306088062858,>0
La Salle,8309,48283,09-06-2020,7,1.719306088062858,>0
La Salle,8309,48283,09-07-2020,1,1.719306088062858,>0
La Salle,8309,48283,09-08-2020,2,-5.157918264188574,negative
La Salle,8309,48283,09-09-2020,3,-6.877224352251432,negative
La Salle,8309,48283,09-10-2020,4,-6.877224352251432,negative
La Salle,8309,48283,09-11-2020,5,-6.877224352251432,negative
La Salle,8309,48283,09-12-2020,6,-12.035142616440005,negative
La Salle,8309,48283,09-13-2020,7,-12.035142616440005,negative
La Salle,8309,48283,09-14-2020,1,-12.035142616440005,negative
La Salle,8309,48283,09-15-2020,2,-6.877224352251432,negative
La Salle,8309,48283,09-16-2020,3,-6.877224352251432,negative
La Salle,8309,48283,09-17-2020,4,-3.438612176125716,negative
La Salle,8309,48283,09-18-2020,5,-3.438612176125716,negative
La Salle,8309,48283,09-19-2020,6,1.719306088062858,>0
La Salle,8309,48283,09-20-2020,7,1.719306088062858,>0
La Salle,8309,48283,09-21-2020,1,0.0,none
La Salle,8309,48283,09-22-2020,2,6.877224352251432,>5
La Salle,8309,48283,09-23-2020,3,8.59653044031429,>5
La Salle,8309,48283,09-24-2020,4,1.719306088062858,>0
La Salle,8309,48283,09-25-2020,5,-1.719306088062858,negative
La Salle,8309,48283,09-26-2020,6,-1.719306088062858,negative
La Salle,8309,48283,09-27-2020,7,-1.719306088062858,negative
La Salle,8309,48283,09-28-2020,1,5.157918264188574,>5
La Salle,8309,48283,09-29-2020,2,-8.59653044031429,negative
La Salle,8309,48283,09-30-2020,3,-8.59653044031429,negative
La Salle,8309,48283,10-01-2020,4,-5.157918264188574,negative
La Salle,8309,48283,10-02-2020,5,-22.350979144817153,negative
La Salle,8309,48283,10-03-2020,6,-17.19306088062858,negative
La Salle,8309,48283,10-04-2020,7,-17.19306088062858,negative
La Salle,8309,48283,10-05-2020,1,-22.350979144817153,negative
La Salle,8309,48283,10-06-2020,2,-10.315836528377147,negative
La Salle,8309,48283,10-07-2020,3,-13.754448704502863,negative
La Salle,8309,48283,10-08-2020,4,5.157918264188574,>5
La Salle,8309,48283,10-09-2020,5,24.07028523288001,>21
La Salle,8309,48283,10-10-2020,6,17.19306088062858,>15
La Salle,8309,48283,10-11-2020,7,17.19306088062858,>15
La Salle,8309,48283,10-12-2020,1,17.19306088062858,>15
La Salle,8309,48283,10-13-2020,2,15.473754792565723,>15
La Salle,8309,48283,10-14-2020,3,8.59653044031429,>5
La Salle,8309,48283,10-15-2020,4,-17.19306088062858,negative
La Salle,8309,48283,10-16-2020,5,-18.912366968691437,negative
La Salle,8309,48283,10-17-2020,6,-17.19306088062858,negative
La Salle,8309,48283,10-18-2020,7,-17.19306088062858,negative
La Salle,8309,48283,10-19-2020,1,-17.19306088062858,negative
La Salle,8309,48283,10-20-2020,2,17.19306088062858,>15
La Salle,8309,48283,10-21-2020,3,25.78959132094287,>21
La Salle,8309,48283,10-22-2020,4,27.508897409005726,>21
La Salle,8309,48283,10-23-2020,5,29.22820349706858,>28
La Salle,8309,48283,10-24-2020,6,29.22820349706858,>28
La Salle,8309,48283,10-25-2020,7,29.22820349706858,>28
La Salle,8309,48283,10-26-2020,1,29.22820349706858,>28
La Salle,8309,48283,10-27-2020,2,10.315836528377147,>10
La Salle,8309,48283,10-28-2020,3,12.035142616440005,>10
La Salle,8309,48283,10-29-2020,4,20.631673056754295,>15
La Salle,8309,48283,10-30-2020,5,20.631673056754295,>15
La Salle,8309,48283,10-31-2020,6,25.78959132094287,>21
La Salle,8309,48283,11-01-2020,7,25.78959132094287,>21
La Salle,8309,48283,11-02-2020,1,25.78959132094287,>21
La Salle,8309,48283,11-03-2020,2,10.315836528377147,>10
La Salle,8309,48283,11-04-2020,3,10.315836528377147,>10
La Salle,8309,48283,11-05-2020,4,8.59653044031429,>5
La Salle,8309,48283,11-06-2020,5,6.877224352251432,>5
La Salle,8309,48283,11-07-2020,6,8.59653044031429,>5
La Salle,8309,48283,11-08-2020,7,8.59653044031429,>5
La Salle,8309,48283,11-09-2020,1,8.59653044031429,>5
La Salle,8309,48283,11-10-2020,2,0.0,none
La Salle,8309,48283,11-11-2020,3,0.0,none
La Salle,8309,48283,11-12-2020,4,-6.877224352251432,negative
La Salle,8309,48283,11-13-2020,5,-5.157918264188574,negative
La Salle,8309,48283,11-14-2020,6,-10.315836528377147,negative
La Salle,8309,48283,11-15-2020,7,-10.315836528377147,negative
La Salle,8309,48283,11-16-2020,1,-8.59653044031429,negative
La Salle,8309,48283,11-17-2020,2,-6.877224352251432,negative
La Salle,8309,48283,11-18-2020,3,-3.438612176125716,negative
La Salle,8309,48283,11-19-2020,4,8.59653044031429,>5
La Salle,8309,48283,11-20-2020,5,15.473754792565723,>15
La Salle,8309,48283,11-21-2020,6,13.754448704502863,>10
La Salle,8309,48283,11-22-2020,7,13.754448704502863,>10
La Salle,8309,48283,11-23-2020,1,13.754448704502863,>10
La Salle,8309,48283,11-24-2020,2,18.912366968691437,>15
La Salle,8309,48283,11-25-2020,3,20.631673056754295,>15
La Salle,8309,48283,11-26-2020,4,13.754448704502863,>10
La Salle,8309,48283,11-27-2020,5,6.877224352251432,>5
La Salle,8309,48283,11-28-2020,6,6.877224352251432,>5
La Salle,8309,48283,11-29-2020,7,6.877224352251432,>5
La Salle,8309,48283,11-30-2020,1,5.157918264188574,>5
La Salle,8309,48283,12-01-2020,2,22.350979144817153,>21
La Salle,8309,48283,12-02-2020,3,17.19306088062858,>15
La Salle,8309,48283,12-03-2020,4,46.42126437769716,>40
La Salle,8309,48283,12-04-2020,5,42.98265220157145,>40
La Salle,8309,48283,12-05-2020,6,56.73710090607431,>40
La Salle,8309,48283,12-06-2020,7,56.73710090607431,>40
La Salle,8309,48283,12-07-2020,1,58.45640699413716,>40
La Salle,8309,48283,12-08-2020,2,58.45640699413716,>40
La Salle,8309,48283,12-09-2020,3,60.175713082200026,>40
La Salle,8309,48283,12-10-2020,4,32.6668156731943,>28
La Salle,8309,48283,12-11-2020,5,42.98265220157145,>40
La Salle,8309,48283,12-12-2020,6,25.78959132094287,>21
La Salle,8309,48283,12-13-2020,7,25.78959132094287,>21
La Salle,8309,48283,12-14-2020,1,25.78959132094287,>21
La Salle,8309,48283,12-15-2020,2,22.350979144817153,>21
La Salle,8309,48283,12-16-2020,3,18.912366968691437,>15
La Salle,8309,48283,12-17-2020,4,72.21085569864003,>40
La Salle,8309,48283,12-18-2020,5,68.77224352251432,>40
La Salle,8309,48283,12-19-2020,6,75.64946787476575,>40
La Salle,8309,48283,12-20-2020,7,75.64946787476575,>40
La Salle,8309,48283,12-21-2020,1,70.49154961057717,>40
La Salle,8309,48283,12-22-2020,2,56.73710090607431,>40
La Salle,8309,48283,12-23-2020,3,87.68461049120575,>40
La Salle,8309,48283,12-24-2020,4,32.6668156731943,>28
La Salle,8309,48283,12-25-2020,5,37.824733937382874,>28
La Salle,8309,48283,12-26-2020,6,34.38612176125716,>28
La Salle,8309,48283,12-27-2020,7,34.38612176125716,>28
La Salle,8309,48283,12-28-2020,1,39.54404002544573,>28
La Salle,8309,48283,12-29-2020,2,61.89501917026289,>40
La Salle,8309,48283,12-30-2020,3,36.105427849320016,>28
La Salle,8309,48283,12-31-2020,4,36.105427849320016,>28
La Salle,8309,48283,01-01-2021,5,106.59697745989719,>40
La Salle,8309,48283,01-02-2021,6,106.59697745989719,>40
La Salle,8309,48283,01-03-2021,7,106.59697745989719,>40
La Salle,8309,48283,01-04-2021,1,104.87767137183432,>40
La Salle,8309,48283,01-05-2021,2,75.64946787476575,>40
La Salle,8309,48283,01-06-2021,3,68.77224352251432,>40
La Salle,8309,48283,01-07-2021,4,65.3336313463886,>40
La Salle,8309,48283,01-08-2021,5,36.105427849320016,>28
La Salle,8309,48283,01-09-2021,6,39.54404002544573,>28
La Salle,8309,48283,01-10-2021,7,39.54404002544573,>28
La Salle,8309,48283,01-11-2021,1,39.54404002544573,>28
La Salle,8309,48283,01-12-2021,2,49.859876553822886,>40
La Salle,8309,48283,01-13-2021,3,44.701958289634305,>40
La Salle,8309,48283,01-14-2021,4,49.859876553822886,>40
La Salle,8309,48283,01-15-2021,5,-3.438612176125716,negative
La Salle,8309,48283,01-16-2021,6,63.61432525832574,>40
La Salle,8309,48283,01-17-2021,7,63.61432525832574,>40
La Salle,8309,48283,01-18-2021,1,63.61432525832574,>40
La Salle,8309,48283,01-19-2021,2,60.175713082200026,>40
La Salle,8309,48283,01-20-2021,3,68.77224352251432,>40
Lavaca,20735,48285,03-16-2020,1,0.6889662062075854,>0
Lavaca,20735,48285,03-17-2020,2,0.6889662062075854,>0
Lavaca,20735,48285,03-18-2020,3,0.6889662062075854,>0
Lavaca,20735,48285,03-19-2020,4,0.6889662062075854,>0
Lavaca,20735,48285,03-20-2020,5,0.6889662062075854,>0
Lavaca,20735,48285,03-21-2020,6,0.6889662062075854,>0
Lavaca,20735,48285,03-22-2020,7,0.0,none
Lavaca,20735,48285,03-23-2020,1,0.0,none
Lavaca,20735,48285,03-24-2020,2,0.0,none
Lavaca,20735,48285,03-25-2020,3,0.0,none
Lavaca,20735,48285,03-26-2020,4,0.0,none
Lavaca,20735,48285,03-27-2020,5,0.0,none
Lavaca,20735,48285,03-28-2020,6,0.0,none
Lavaca,20735,48285,03-29-2020,7,0.0,none
Lavaca,20735,48285,03-30-2020,1,0.0,none
Lavaca,20735,48285,03-31-2020,2,0.0,none
Lavaca,20735,48285,04-01-2020,3,0.0,none
Lavaca,20735,48285,04-02-2020,4,0.0,none
Lavaca,20735,48285,04-03-2020,5,0.0,none
Lavaca,20735,48285,04-04-2020,6,0.6889662062075854,>0
Lavaca,20735,48285,04-05-2020,7,0.6889662062075854,>0
Lavaca,20735,48285,04-06-2020,1,0.6889662062075854,>0
Lavaca,20735,48285,04-07-2020,2,0.6889662062075854,>0
Lavaca,20735,48285,04-08-2020,3,1.3779324124151708,>0
Lavaca,20735,48285,04-09-2020,4,2.0668986186227563,>0
Lavaca,20735,48285,04-10-2020,5,2.0668986186227563,>0
Lavaca,20735,48285,04-11-2020,6,1.3779324124151708,>0
Lavaca,20735,48285,04-12-2020,7,1.3779324124151708,>0
Lavaca,20735,48285,04-13-2020,1,1.3779324124151708,>0
Lavaca,20735,48285,04-14-2020,2,1.3779324124151708,>0
Lavaca,20735,48285,04-15-2020,3,0.6889662062075854,>0
Lavaca,20735,48285,04-16-2020,4,0.0,none
Lavaca,20735,48285,04-17-2020,5,0.0,none
Lavaca,20735,48285,04-18-2020,6,0.0,none
Lavaca,20735,48285,04-19-2020,7,0.0,none
Lavaca,20735,48285,04-20-2020,1,0.0,none
Lavaca,20735,48285,04-21-2020,2,0.0,none
Lavaca,20735,48285,04-22-2020,3,0.0,none
Lavaca,20735,48285,04-23-2020,4,0.6889662062075854,>0
Lavaca,20735,48285,04-24-2020,5,0.6889662062075854,>0
Lavaca,20735,48285,04-25-2020,6,0.6889662062075854,>0
Lavaca,20735,48285,04-26-2020,7,0.6889662062075854,>0
Lavaca,20735,48285,04-27-2020,1,0.6889662062075854,>0
Lavaca,20735,48285,04-28-2020,2,0.6889662062075854,>0
Lavaca,20735,48285,04-29-2020,3,0.6889662062075854,>0
Lavaca,20735,48285,04-30-2020,4,0.6889662062075854,>0
Lavaca,20735,48285,05-01-2020,5,0.6889662062075854,>0
Lavaca,20735,48285,05-02-2020,6,0.6889662062075854,>0
Lavaca,20735,48285,05-03-2020,7,0.6889662062075854,>0
Lavaca,20735,48285,05-04-2020,1,0.6889662062075854,>0
Lavaca,20735,48285,05-05-2020,2,0.6889662062075854,>0
Lavaca,20735,48285,05-06-2020,3,0.6889662062075854,>0
Lavaca,20735,48285,05-07-2020,4,0.0,none
Lavaca,20735,48285,05-08-2020,5,0.0,none
Lavaca,20735,48285,05-09-2020,6,0.0,none
Lavaca,20735,48285,05-10-2020,7,0.0,none
Lavaca,20735,48285,05-11-2020,1,0.0,none
Lavaca,20735,48285,05-12-2020,2,0.0,none
Lavaca,20735,48285,05-13-2020,3,0.6889662062075854,>0
Lavaca,20735,48285,05-14-2020,4,0.6889662062075854,>0
Lavaca,20735,48285,05-15-2020,5,0.6889662062075854,>0
Lavaca,20735,48285,05-16-2020,6,1.3779324124151708,>0
Lavaca,20735,48285,05-17-2020,7,1.3779324124151708,>0
Lavaca,20735,48285,05-18-2020,1,1.3779324124151708,>0
Lavaca,20735,48285,05-19-2020,2,1.3779324124151708,>0
Lavaca,20735,48285,05-20-2020,3,0.6889662062075854,>0
Lavaca,20735,48285,05-21-2020,4,0.6889662062075854,>0
Lavaca,20735,48285,05-22-2020,5,0.6889662062075854,>0
Lavaca,20735,48285,05-23-2020,6,0.0,none
Lavaca,20735,48285,05-24-2020,7,0.6889662062075854,>0
Lavaca,20735,48285,05-25-2020,1,0.6889662062075854,>0
Lavaca,20735,48285,05-26-2020,2,0.6889662062075854,>0
Lavaca,20735,48285,05-27-2020,3,2.0668986186227563,>0
Lavaca,20735,48285,05-28-2020,4,2.0668986186227563,>0
Lavaca,20735,48285,05-29-2020,5,2.0668986186227563,>0
Lavaca,20735,48285,05-30-2020,6,2.7558648248303417,>0
Lavaca,20735,48285,05-31-2020,7,2.0668986186227563,>0
Lavaca,20735,48285,06-01-2020,1,2.0668986186227563,>0
Lavaca,20735,48285,06-02-2020,2,2.7558648248303417,>0
Lavaca,20735,48285,06-03-2020,3,2.0668986186227563,>0
Lavaca,20735,48285,06-04-2020,4,4.1337972372455125,>0
Lavaca,20735,48285,06-05-2020,5,4.822763443453098,>0
Lavaca,20735,48285,06-06-2020,6,4.822763443453098,>0
Lavaca,20735,48285,06-07-2020,7,4.822763443453098,>0
Lavaca,20735,48285,06-08-2020,1,4.822763443453098,>0
Lavaca,20735,48285,06-09-2020,2,4.1337972372455125,>0
Lavaca,20735,48285,06-10-2020,3,4.1337972372455125,>0
Lavaca,20735,48285,06-11-2020,4,2.7558648248303417,>0
Lavaca,20735,48285,06-12-2020,5,2.0668986186227563,>0
Lavaca,20735,48285,06-13-2020,6,2.0668986186227563,>0
Lavaca,20735,48285,06-14-2020,7,2.0668986186227563,>0
Lavaca,20735,48285,06-15-2020,1,2.0668986186227563,>0
Lavaca,20735,48285,06-16-2020,2,2.0668986186227563,>0
Lavaca,20735,48285,06-17-2020,3,1.3779324124151708,>0
Lavaca,20735,48285,06-18-2020,4,0.6889662062075854,>0
Lavaca,20735,48285,06-19-2020,5,15.15725653656688,>15
Lavaca,20735,48285,06-20-2020,6,31.69244548554893,>28
Lavaca,20735,48285,06-21-2020,7,43.404870991077885,>40
Lavaca,20735,48285,06-22-2020,1,43.404870991077885,>40
Lavaca,20735,48285,06-23-2020,2,44.09383719728547,>40
Lavaca,20735,48285,06-24-2020,3,53.05039787798408,>40
Lavaca,20735,48285,06-25-2020,4,59.25109373385236,>40
Lavaca,20735,48285,06-26-2020,5,50.983499259361324,>40
Lavaca,20735,48285,06-27-2020,6,37.20417513520962,>28
Lavaca,20735,48285,06-28-2020,7,26.18071583588825,>21
Lavaca,20735,48285,06-29-2020,1,26.18071583588825,>21
Lavaca,20735,48285,06-30-2020,2,31.00347927934135,>28
Lavaca,20735,48285,07-01-2020,3,24.113817217265492,>21
Lavaca,20735,48285,07-02-2020,4,28.93658066071859,>28
Lavaca,20735,48285,07-03-2020,5,39.960039960039964,>28
Lavaca,20735,48285,07-04-2020,6,42.715904784870304,>40
Lavaca,20735,48285,07-05-2020,7,42.02693857866271,>40
Lavaca,20735,48285,07-06-2020,1,42.02693857866271,>40
Lavaca,20735,48285,07-07-2020,2,45.471769609700644,>40
Lavaca,20735,48285,07-08-2020,3,44.09383719728547,>40
Lavaca,20735,48285,07-09-2020,4,42.715904784870304,>40
Lavaca,20735,48285,07-10-2020,5,36.51520892900203,>28
Lavaca,20735,48285,07-11-2020,6,37.20417513520962,>28
Lavaca,20735,48285,07-12-2020,7,105.41182954976058,>40
Lavaca,20735,48285,07-13-2020,1,105.41182954976058,>40
Lavaca,20735,48285,07-14-2020,2,98.52216748768471,>40
Lavaca,20735,48285,07-15-2020,3,105.41182954976058,>40
Lavaca,20735,48285,07-16-2020,4,104.03389713734542,>40
Lavaca,20735,48285,07-17-2020,5,95.76630266285439,>40
Lavaca,20735,48285,07-18-2020,6,155.7063626029143,>40
Lavaca,20735,48285,07-19-2020,7,87.49870818836335,>40
Lavaca,20735,48285,07-20-2020,1,87.49870818836335,>40
Lavaca,20735,48285,07-21-2020,2,106.78976196217575,>40
Lavaca,20735,48285,07-22-2020,3,109.5456267870061,>40
Lavaca,20735,48285,07-23-2020,4,111.61252540562884,>40
Lavaca,20735,48285,07-24-2020,5,117.81322126149712,>40
Lavaca,20735,48285,07-25-2020,6,55.80626270281442,>40
Lavaca,20735,48285,07-26-2020,7,55.80626270281442,>40
Lavaca,20735,48285,07-27-2020,1,55.80626270281442,>40
Lavaca,20735,48285,07-28-2020,2,50.983499259361324,>40
Lavaca,20735,48285,07-29-2020,3,49.60556684694616,>40
Lavaca,20735,48285,07-30-2020,4,46.84970202211581,>40
Lavaca,20735,48285,07-31-2020,5,37.8931413414172,>28
Lavaca,20735,48285,08-01-2020,6,33.0703778979641,>28
Lavaca,20735,48285,08-02-2020,7,33.0703778979641,>28
Lavaca,20735,48285,08-03-2020,1,33.0703778979641,>28
Lavaca,20735,48285,08-04-2020,2,30.31451307313376,>28
Lavaca,20735,48285,08-05-2020,3,29.62554686692618,>28
Lavaca,20735,48285,08-06-2020,4,17.22415515518964,>15
Lavaca,20735,48285,08-07-2020,5,18.60208756760481,>15
Lavaca,20735,48285,08-08-2020,6,23.424851011057903,>21
Lavaca,20735,48285,08-09-2020,7,23.424851011057903,>21
Lavaca,20735,48285,08-10-2020,1,23.424851011057903,>21
Lavaca,20735,48285,08-11-2020,2,13.77932412415171,>10
Lavaca,20735,48285,08-12-2020,3,6.889662062075855,>5
Lavaca,20735,48285,08-13-2020,4,13.090357917944125,>10
Lavaca,20735,48285,08-14-2020,5,12.40139171173654,>10
Lavaca,20735,48285,08-15-2020,6,9.645526886906197,>5
Lavaca,20735,48285,08-16-2020,7,9.645526886906197,>5
Lavaca,20735,48285,08-17-2020,1,9.645526886906197,>5
Lavaca,20735,48285,08-18-2020,2,11.712425505528952,>10
Lavaca,20735,48285,08-19-2020,3,15.15725653656688,>15
Lavaca,20735,48285,08-20-2020,4,13.090357917944125,>10
Lavaca,20735,48285,08-21-2020,5,15.846222742774465,>15
Lavaca,20735,48285,08-22-2020,6,13.77932412415171,>10
Lavaca,20735,48285,08-23-2020,7,13.77932412415171,>10
Lavaca,20735,48285,08-24-2020,1,13.77932412415171,>10
Lavaca,20735,48285,08-25-2020,2,10.334493093113782,>10
Lavaca,20735,48285,08-26-2020,3,8.956560680698612,>5
Lavaca,20735,48285,08-27-2020,4,12.40139171173654,>10
Lavaca,20735,48285,08-28-2020,5,11.712425505528952,>10
Lavaca,20735,48285,08-29-2020,6,14.468290330359295,>10
Lavaca,20735,48285,08-30-2020,7,14.468290330359295,>10
Lavaca,20735,48285,08-31-2020,1,14.468290330359295,>10
Lavaca,20735,48285,09-01-2020,2,15.15725653656688,>15
Lavaca,20735,48285,09-02-2020,3,11.023459299321367,>10
Lavaca,20735,48285,09-03-2020,4,9.645526886906197,>5
Lavaca,20735,48285,09-04-2020,5,6.889662062075855,>5
Lavaca,20735,48285,09-05-2020,6,4.1337972372455125,>0
Lavaca,20735,48285,09-06-2020,7,4.1337972372455125,>0
Lavaca,20735,48285,09-07-2020,1,4.1337972372455125,>0
Lavaca,20735,48285,09-08-2020,2,0.6889662062075854,>0
Lavaca,20735,48285,09-09-2020,3,3.4448310310379275,>0
Lavaca,20735,48285,09-10-2020,4,4.822763443453098,>0
Lavaca,20735,48285,09-11-2020,5,6.889662062075855,>5
Lavaca,20735,48285,09-12-2020,6,8.956560680698612,>5
Lavaca,20735,48285,09-13-2020,7,8.956560680698612,>5
Lavaca,20735,48285,09-14-2020,1,8.956560680698612,>5
Lavaca,20735,48285,09-15-2020,2,12.40139171173654,>10
Lavaca,20735,48285,09-16-2020,3,9.645526886906197,>5
Lavaca,20735,48285,09-17-2020,4,8.956560680698612,>5
Lavaca,20735,48285,09-18-2020,5,10.334493093113782,>10
Lavaca,20735,48285,09-19-2020,6,7.57862826828344,>5
Lavaca,20735,48285,09-20-2020,7,7.57862826828344,>5
Lavaca,20735,48285,09-21-2020,1,181.19811223259498,>40
Lavaca,20735,48285,09-22-2020,2,181.88707843880258,>40
Lavaca,20735,48285,09-23-2020,3,184.6429432636329,>40
Lavaca,20735,48285,09-24-2020,4,182.57604464501014,>40
Lavaca,20735,48285,09-25-2020,5,186.02087567604806,>40
Lavaca,20735,48285,09-26-2020,6,185.3319094698405,>40
Lavaca,20735,48285,09-27-2020,7,185.3319094698405,>40
Lavaca,20735,48285,09-28-2020,1,33.0703778979641,>28
Lavaca,20735,48285,09-29-2020,2,11.023459299321367,>10
Lavaca,20735,48285,09-30-2020,3,10.334493093113782,>10
Lavaca,20735,48285,10-01-2020,4,22.046918598642733,>21
Lavaca,20735,48285,10-02-2020,5,18.60208756760481,>15
Lavaca,20735,48285,10-03-2020,6,19.980019980019982,>15
Lavaca,20735,48285,10-04-2020,7,19.980019980019982,>15
Lavaca,20735,48285,10-05-2020,1,19.291053773812394,>15
Lavaca,20735,48285,10-06-2020,2,38.58210754762479,>28
Lavaca,20735,48285,10-07-2020,3,31.00347927934135,>28
Lavaca,20735,48285,10-08-2020,4,20.668986186227563,>15
Lavaca,20735,48285,10-09-2020,5,18.60208756760481,>15
Lavaca,20735,48285,10-10-2020,6,21.357952392435152,>21
Lavaca,20735,48285,10-11-2020,7,21.357952392435152,>21
Lavaca,20735,48285,10-12-2020,1,25.491749629680662,>21
Lavaca,20735,48285,10-13-2020,2,28.93658066071859,>28
Lavaca,20735,48285,10-14-2020,3,30.31451307313376,>28
Lavaca,20735,48285,10-15-2020,4,31.69244548554893,>28
Lavaca,20735,48285,10-16-2020,5,32.38141169175652,>28
Lavaca,20735,48285,10-17-2020,6,31.69244548554893,>28
Lavaca,20735,48285,10-18-2020,7,31.69244548554893,>28
Lavaca,20735,48285,10-19-2020,1,15.15725653656688,>15
Lavaca,20735,48285,10-20-2020,2,13.090357917944125,>10
Lavaca,20735,48285,10-21-2020,3,22.735884804850322,>21
Lavaca,20735,48285,10-22-2020,4,24.80278342347308,>21
Lavaca,20735,48285,10-23-2020,5,26.86968204209583,>21
Lavaca,20735,48285,10-24-2020,6,26.86968204209583,>21
Lavaca,20735,48285,10-25-2020,7,26.86968204209583,>21
Lavaca,20735,48285,10-26-2020,1,22.046918598642733,>21
Lavaca,20735,48285,10-27-2020,2,26.18071583588825,>21
Lavaca,20735,48285,10-28-2020,3,33.75934410417169,>28
Lavaca,20735,48285,10-29-2020,4,32.38141169175652,>28
Lavaca,20735,48285,10-30-2020,5,39.27107375383237,>28
Lavaca,20735,48285,10-31-2020,6,35.13727651658686,>28
Lavaca,20735,48285,11-01-2020,7,35.13727651658686,>28
Lavaca,20735,48285,11-02-2020,1,31.69244548554893,>28
Lavaca,20735,48285,11-03-2020,2,28.247614454511005,>28
Lavaca,20735,48285,11-04-2020,3,21.357952392435152,>21
Lavaca,20735,48285,11-05-2020,4,20.668986186227563,>15
Lavaca,20735,48285,11-06-2020,5,15.846222742774465,>15
Lavaca,20735,48285,11-07-2020,6,21.357952392435152,>21
Lavaca,20735,48285,11-08-2020,7,21.357952392435152,>21
Lavaca,20735,48285,11-09-2020,1,27.55864824830342,>21
Lavaca,20735,48285,11-10-2020,2,37.20417513520962,>28
Lavaca,20735,48285,11-11-2020,3,32.38141169175652,>28
Lavaca,20735,48285,11-12-2020,4,29.62554686692618,>28
Lavaca,20735,48285,11-13-2020,5,38.58210754762479,>28
Lavaca,20735,48285,11-14-2020,6,50.983499259361324,>40
